Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Expected Attendance,Observed Attendance,Marital Status
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 541,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 542,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 543,Male,Chennai,Chennai,Chennai,Chitoor,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 544,Female,Chennai,Chennai,Chennai,Tirupati,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 545,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 546,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 547,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 548,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 549,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 550,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 551,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 552,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 553,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 554,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 555,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 556,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 557,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 558,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 559,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 560,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 561,Female,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 562,Female,Chennai,Chennai,Chennai,Trivandrum,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 563,Male,Chennai,Chennai,Chennai,Trichy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 564,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 565,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 566,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 567,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 568,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 569,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 570,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 571,Male,Chennai,Chennai,Chennai,Chennai,No,NA,Na,na,na,na,na,No,No,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 572,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 573,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 574,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 575,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,Uncertain,no,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 576,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 577,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 578,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 579,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 580,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 581,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 582,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 583,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 603,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 604,Male,Chennai,Chennai,Chennai,Vellore,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 605,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 606,Female,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 607,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 608,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 609,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 610,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 611,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 612,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 613,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 614,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 615,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 616,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 617,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 618,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 619,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 620,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 621,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 622,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 623,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 624,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 625,Male,Chennai,Chennai,Chennai,Kolkata,Yes,Yes,Yes,No,Yes,Yes,Yes,Uncertain,NO,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 626,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 627,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 628,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 629,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Candidate 630,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 631,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 632,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Candidate 633,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Candidate 634,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,L & L,Scheduled ,Candidate 635,Female,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Candidate 636,Male,Bangalore,Bangalore,Bangalore,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
22.03.2016,Standard Chartered Bank,BFSI,Bangalore,Routine,Lending&Liablities,Scheduled ,Candidate 637,Male,Bangalore,Bangalore,Bangalore,Ambur,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 638,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 639,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 640,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 641,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 642,Male,Chennai,Chennai,Chennai,Coimbatore,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 643,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 644,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 645,Male,Chennai,Chennai,Chennai,Cochin,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 646,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 647,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 648,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 649,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 650,Male,Chennai,Chennai,Chennai,Chennai,yes,yes,No,No,Yes,Yes,Yes,Uncertain,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 651,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 652,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 653,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 654,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 655,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 656,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 657,Male,Chennai,Chennai,Chennai,Allahabad,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 658,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 659,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 660,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 661,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 662,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,yes,No,Yes,Yes,Yes,Uncertain,Yes,Single
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 663,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 664,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 665,Male,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 666,Female,Chennai,Chennai,Chennai,Chandigarh,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 667,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 668,Male,Chennai,Chennai,Chennai,Visakapatinam,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 669,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 670,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 671,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 672,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,NO,Married
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 673,Male,Chennai,Chennai,Chennai,Cuttack,NA,NA,NA,NA,NA,NA,NA,Uncertain,No,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 674,Male,Chennai,Chennai,Chennai,Cochin,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 675,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 676,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,Uncertain,Yes,Single
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 677,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,Uncertain,yes,Single
